Team,Slot,Games,Player,pAtt_avg,pAtt_med,pAtt_std,pAtt_p05,pAtt_p95,pCmp_avg,pCmp_med,pCmp_std,pCmp_p05,pCmp_p95,pYds_avg,pYds_med,pYds_std,pYds_p05,pYds_p95,pTD_avg,pTD_med,pTD_std,pTD_p05,pTD_p95,int_avg,int_med,int_std,int_p05,int_p95,rAtt_avg,rAtt_med,rAtt_std,rAtt_p05,rAtt_p95,rYds_avg,rYds_med,rYds_std,rYds_p05,rYds_p95,rTD_avg,rTD_med,rTD_std,rTD_p05,rTD_p95,recYds_avg,recYds_med,recYds_std,recYds_p05,recYds_p95,recTD_avg,recTD_med,recTD_std,recTD_p05,recTD_p95,targets_avg,targets_med,targets_std,targets_p05,targets_p95,rec_avg,rec_med,rec_std,rec_p05,rec_p95,touches_avg,touches_med,touches_std,touches_p05,touches_p95,fumbles_avg,fumbles_med,fumbles_std,fumbles_p05,fumbles_p95,fumbles_lost_avg,fumbles_lost_med,fumbles_lost_std,fumbles_lost_p05,fumbles_lost_p95,sacks_taken_avg,sacks_taken_med,sacks_taken_std,sacks_taken_p05,sacks_taken_p95,def_sack_avg,def_sack_med,def_sack_std,def_sack_p05,def_sack_p95,def_int_avg,def_int_med,def_int_std,def_int_p05,def_int_p95,def_fumble_rec_avg,def_fumble_rec_med,def_fumble_rec_std,def_fumble_rec_p05,def_fumble_rec_p95,def_td_avg,def_td_med,def_td_std,def_td_p05,def_td_p95,pts_allowed_avg,pts_allowed_med,pts_allowed_std,pts_allowed_p05,pts_allowed_p95,dk_score_avg,dk_score_med,dk_score_std,dk_score_p05,dk_score_p95,fd_score_avg,fd_score_med,fd_score_std,fd_score_p05,fd_score_p95
KC,RB1,100,Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,10.0,3.35,4.0,15.05,44.28,40.0,24.1,11.0,87.0,0.32,0.0,0.55,0.0,1.0,13.62,8.0,15.36,-0.05,44.0,0.08,0.0,0.27,0.0,1.0,1.98,2.0,1.35,0.0,4.0,1.37,1.0,1.17,0.0,3.0,11.31,11.0,3.7,5.0,17.05,0.1,0.0,0.36,0.0,1.0,0.05,0.0,0.22,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49,8.3,5.8,2.58,19.93,8.67,7.6,5.42,2.08,19.03
KC,RB2,100,Isiah Pacheco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,4.0,1.89,1.0,7.0,16.59,14.5,15.16,-1.0,43.05,0.16,0.0,0.42,0.0,1.0,25.09,20.0,21.85,0.0,63.0,0.28,0.0,0.51,0.0,1.0,3.0,3.0,1.72,1.0,6.0,2.36,2.0,1.42,1.0,5.0,6.33,6.0,2.59,2.0,11.0,0.02,0.0,0.14,0.0,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,6.55,6.95,1.59,22.0,7.95,5.45,6.47,1.1,20.1
KC,RB3,100,Carson Steele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.0,1.59,0.0,4.1,9.59,7.0,11.19,0.0,29.05,0.08,0.0,0.27,0.0,1.0,2.74,0.0,6.64,0.0,18.0,0.02,0.0,0.14,0.0,0.0,0.53,0.0,0.7,0.0,2.0,0.33,0.0,0.62,0.0,2.0,2.55,2.0,1.74,0.0,6.0,0.02,0.0,0.14,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.1,2.86,0.0,8.82,1.96,1.1,2.73,0.0,8.05
KC,RB4,100,Chris Oladokun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.06,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0,0.01,0.0,0.06,0.0,0.0
KC,RB6,100,Matt Araiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.17,0.0,0.0,0.1,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.0,0.01,0.0,0.08,0.0,0.0
KC,TE1,100,Travis Kelce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.24,0.0,1.0,0.21,0.0,1.02,0.0,0.05,0.01,0.0,0.1,0.0,0.0,64.53,60.5,34.12,17.8,133.0,0.56,0.0,0.66,0.0,2.0,8.23,8.0,2.54,4.0,12.0,6.63,7.0,2.31,3.0,10.0,6.69,7.0,2.33,3.0,10.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99,16.2,8.06,6.18,30.31,13.19,12.9,6.49,4.19,24.5
KC,TE2,100,Noah Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.22,0.0,0.05,0.13,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06,18.0,18.71,0.0,58.05,0.24,0.0,0.45,0.0,1.0,2.71,2.5,1.82,0.0,6.0,2.12,2.0,1.61,0.0,5.0,2.17,2.0,1.61,0.0,5.0,0.04,0.0,0.2,0.0,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,4.45,5.1,0.0,15.41,4.54,3.25,4.46,0.0,13.11
KC,TE3,100,P.Hendershot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,5.62,0.0,13.05,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.38,0.0,1.0,0.14,0.0,0.35,0.0,1.0,0.14,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.84,0.0,2.3,0.23,0.0,0.7,0.0,1.8
KC,TE4,100,J.Fortson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,6.63,0.0,11.05,0.03,0.0,0.17,0.0,0.0,0.25,0.0,0.52,0.0,1.0,0.22,0.0,0.5,0.0,1.0,0.22,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.61,0.0,3.51,0.49,0.0,1.41,0.0,2.71
KC,TE5,100,Wanya Morris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.22,0.0,0.05,0.03,0.0,0.17,0.0,0.0,0.03,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.38,0.0,0.0,0.05,0.0,0.31,0.0,0.0
KC,TE6,100,Jared Wiley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.14,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.15,0.0,0.0,0.01,0.0,0.1,0.0,0.0
KC,WR1,100,Xavier Worthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.0,1.11,0.0,3.0,4.22,1.0,6.3,-0.05,16.1,0.05,0.0,0.26,0.0,0.0,52.88,49.5,28.79,10.9,95.05,0.38,0.0,0.65,0.0,2.0,6.71,6.5,2.42,3.0,11.0,5.23,5.0,2.15,2.0,9.0,6.26,6.0,2.66,2.0,11.05,0.06,0.0,0.24,0.0,1.0,0.04,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.55,12.7,6.95,3.78,27.5,10.78,10.2,6.17,2.4,20.4
KC,WR10,100,S.Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,8.35,0.0,10.05,0.01,0.0,0.1,0.0,0.0,0.2,0.0,0.53,0.0,1.0,0.16,0.0,0.44,0.0,1.0,0.16,0.0,0.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1.38,0.0,2.21,0.36,0.0,1.21,0.0,1.71
KC,WR11,100,J.Ross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.02,0.0,0.14,0.0,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.3,0.0,0.0,0.03,0.0,0.24,0.0,0.0
KC,WR12,100,Mike Caliendo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.17,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.01,0.0,0.09,0.0,0.0
KC,WR13,100,B.Cupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,3.82,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.27,0.0,1.0,0.08,0.0,0.27,0.0,1.0,0.08,0.0,0.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.63,0.0,1.7,0.13,0.0,0.5,0.0,1.2
KC,WR2,100,D.Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64,21.0,23.94,0.0,77.3,0.28,0.0,0.57,0.0,1.0,3.52,3.0,1.87,1.0,6.0,2.67,3.0,1.68,0.0,5.05,2.67,3.0,1.68,0.0,5.05,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,5.7,5.89,0.0,19.41,5.76,4.25,5.18,0.0,16.91
KC,WR3,100,S.Perine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,1.01,0.0,3.0,4.37,0.0,7.39,-0.05,22.05,0.01,0.0,0.1,0.0,0.0,12.61,11.5,12.39,0.0,38.05,0.09,0.0,0.29,0.0,1.0,1.91,2.0,1.47,0.0,5.0,1.42,1.0,1.12,0.0,3.0,2.26,2.0,1.47,0.0,5.0,0.03,0.0,0.17,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,3.0,3.11,0.0,10.01,2.95,2.35,2.75,0.0,9.01
KC,WR4,100,Ju.Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,9.0,13.28,0.0,37.05,0.11,0.0,0.31,0.0,1.0,1.78,2.0,1.15,0.0,4.0,1.32,1.0,1.02,0.0,3.0,1.32,1.0,1.02,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.2,3.18,0.0,9.92,2.54,1.6,2.8,0.0,8.16
KC,WR5,100,JuJu Smith-Schuster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,5.5,13.34,0.0,40.05,0.08,0.0,0.31,0.0,1.0,1.65,1.0,1.33,0.0,4.0,1.22,1.0,1.13,0.0,3.0,1.22,1.0,1.13,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,1.9,3.21,0.0,9.4,2.12,1.4,2.78,0.0,7.62
KC,WR6,100,Rashee Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.21,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,8.0,19.61,-0.1,61.0,0.13,0.0,0.37,0.0,1.0,1.56,1.0,1.14,0.0,3.0,1.28,1.0,1.05,0.0,3.0,1.32,1.0,1.06,0.0,3.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,2.35,3.71,0.0,10.5,2.92,1.7,3.37,0.0,9.32
KC,WR7,100,Marquise Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,5.0,13.61,0.0,31.65,0.13,0.0,0.39,0.0,1.0,1.49,1.0,1.32,0.0,3.05,1.08,1.0,1.21,0.0,3.0,1.08,1.0,1.21,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.7,4.11,0.0,11.93,2.26,1.2,3.6,0.0,10.4
KC,WR8,100,M.Hardman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.51,0.0,1.0,1.07,0.0,2.59,0.0,6.05,0.0,0.0,0.0,0.0,0.0,4.44,0.0,9.16,0.0,23.35,0.03,0.0,0.17,0.0,0.0,0.76,1.0,0.87,0.0,2.0,0.56,0.0,0.8,0.0,2.0,0.83,1.0,0.93,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.4,1.94,0.0,4.69,1.01,0.4,1.66,0.0,4.17
KC,WR9,100,Nikko Remigio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,5.2,0.0,15.05,0.03,0.0,0.17,0.0,0.0,0.31,0.0,0.54,0.0,1.0,0.23,0.0,0.47,0.0,1.0,0.23,0.0,0.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.69,0.0,2.66,0.49,0.0,1.53,0.0,2.13
